,Compound Score,Negative Score,Neutral Score,Positive Score,Source,Text,Tweets Ago
0,0.0,0.0,1.0,0.0,BBC News (UK),Cuba to recognise private property under new constitution https://t.co/1ZJw2dPa6y,1
1,0.0,0.0,1.0,0.0,BBC News (UK),Heatwave causes spike in insect bite calls to NHS https://t.co/OvulqhHuIL,2
2,0.0,0.0,1.0,0.0,BBC News (UK),'Why I keep my vasectomy a secret' https://t.co/mEeTWg9TVk,3
3,-0.3182,0.247,0.753,0.0,BBC News (UK),Haiti Prime Minister Jack Guy Lafontant resigns https://t.co/RViI5ZJw0T,4
4,-0.0516,0.146,0.854,0.0,BBC News (UK),Trump to leave UK after two-night stay https://t.co/waIcugVFDy,5
5,0.0,0.0,1.0,0.0,BBC News (UK),Govia Thameslink Railway introduces third timetable in two months https://t.co/tbn398cRpu,6
6,-0.3818,0.31,0.69,0.0,BBC News (UK),Newspaper headlines: PM warns 'there may be no Brexit' https://t.co/lQ0MfNZJ77,7
7,0.0516,0.23,0.592,0.178,BBC News (UK),PM Theresa May warns party not to put Brexit at risk https://t.co/UBOINvUImO,8
8,0.0,0.0,1.0,0.0,BBC News (UK),World Cup final 2018: France v Croatia - your guide to Sunday's match https://t.co/AXppFru9G9,9
9,0.0,0.0,1.0,0.0,BBC News (UK),Eden Hazard: Chelsea forward says it 'might be time for something different' https://t.co/rXJy7qqUcW,10
10,-0.3182,0.223,0.777,0.0,BBC News (UK),Minister Andrew Griffiths resigns over texts to women https://t.co/lGGK9j5qXi,11
11,-0.6597,0.375,0.625,0.0,BBC News (UK),Wave of Israeli Gaza strikes amid surge in rocket attacks https://t.co/4W5ZEaRWto,12
12,-0.34,0.286,0.714,0.0,BBC News (UK),Large grass fire tackled near Heathrow https://t.co/h1XFyc1Gdf,13
13,0.3818,0.0,0.794,0.206,BBC News (UK),England v India: Joe Root's ton helps hosts level ODI series https://t.co/VhoxO0OMbK,14
14,0.0,0.0,1.0,0.0,BBC News (UK),"RT @BBCWorld: Mon dieu! 🤦‍♀️

#BastilleDay went off with a bang - for these police motorcyclists

https://t.co/jh88YrDQA4 #14juillet https:…",15
15,0.5267,0.0,0.702,0.298,BBC News (UK),Autistic boy's mum praises 'lovely' school prom classmates https://t.co/KkrBN5beHd,16
16,0.5859,0.0,0.703,0.297,BBC News (UK),Is Russia the real winner of World Cup 2018? https://t.co/Gzn3gkKL1r,17
17,0.5859,0.0,0.725,0.275,BBC News (UK),Wimbledon 2018: Angeligue Kerber beats Serena Williams to win title https://t.co/AiqRmK0qjJ,18
18,0.658,0.0,0.834,0.166,BBC News (UK),"RT @5liveSport: History for Angelique Kerber! 👏

The German beats Serena Williams 6-3, 6-3 to win her first ever #Wimbledon singles title!…",19
19,-0.6908,0.299,0.701,0.0,BBC News (UK),Reality Check: is London's murder rate still higher than New York's? https://t.co/EDqS4bkt1m,20
20,0.0,0.0,1.0,0.0,BBC News (UK),British teenager dies in Magaluf balcony fall https://t.co/YeZ1wD1jWr,21
21,0.0,0.0,1.0,0.0,BBC News (UK),Dog poo in Clevedon's Marine Lake causes ear infections https://t.co/UlMulVTx3y,22
22,-0.4588,0.25,0.75,0.0,BBC News (UK),World Cup 2018: England finish fourth after Belgium defeat https://t.co/cjulTH4qCh,23
23,-0.0516,0.054,0.946,0.0,BBC News (UK),"RT @BBCSport: FT Belgium 2-0 England

England leave Russia with their heads held high and their joint-best #worldcup finish since '66.

Bel…",24
24,0.0,0.0,1.0,0.0,BBC News (UK),"RT @BBCSport: GOAL

That might just settle it.

Eden Hazard races past Phil Jones and makes it Belgium 2-0 England

Live 👉 https://t.co/zMI…",25
25,0.0,0.0,1.0,0.0,BBC News (UK),"RT @bbctennis: A royal standing ovation.

But who will be crowned the queen of Wimbledon 2018?

#bbctennis #wimbledon https://t.co/Z5an2Giy…",26
26,0.0,0.0,1.0,0.0,BBC News (UK),"RT @5liveSport: Two changes for #ENG as we get back under way in Saint Petersburg 

Lingard 🔄 Rose

Rashford 🔄  Sterling

They trail #BEL b…",27
27,0.0,0.0,1.0,0.0,BBC News (UK),100 Women: 'I was a World Cup honey shot' https://t.co/xPKeWpZkVp,28
28,0.0,0.0,1.0,0.0,BBC News (UK),"I subscribe, therefore I am? https://t.co/ydo4UoqmMi",29
29,0.0,0.0,1.0,0.0,BBC News (UK),"RT @BBCSport: HT Belgium 1-0 England

Roberto Martinez's #BEL lead through Thomas Meunier - and you have to say they deserve it.
👉 https://…",30
30,0.0,0.0,1.0,0.0,BBC News (UK),"RT @5liveSport: It's all over!

After over 5hrs 16mins (and an overnight break) on court, Novak Djokovic will face Kevin Anderson in Sunday…",31
31,0.5859,0.0,0.703,0.297,BBC News (UK),X Factor winner Louisa Johnson splits from Simon Cowell’s label https://t.co/T8GeHm0TSG,32
32,0.5859,0.0,0.743,0.257,BBC News (UK),Wimbledon 2018: Gordon Reid &amp; Alfie Hewett win wheelchair doubles title https://t.co/DAX3I3tXX4,33
33,0.8316,0.0,0.476,0.524,BBC News (UK),"An impressive delivery... thank goodness he didn't get dismissed
 💍🏏 https://t.co/RyX96Qm1ws",34
34,-0.6808,0.483,0.517,0.0,BBC News (UK),World Cup Final blamed Sunday rail disruption https://t.co/AxH3MqsXNn,35
35,-0.5983,0.205,0.795,0.0,BBC News (UK),"RT @BBCSport: GOAL!

Three-and-a-half minutes on the clock.

Nacer Chadli crosses to Thomas Meunier, who makes no mistake.

Belgium 1-0 Eng…",36
36,0.8999,0.0,0.625,0.375,BBC News (UK),"RT @BBCSport: Here we go!

A chance for England to take home the bronze medal and secure their best #worldcup finish since 1966.

Under way…",37
37,-0.0772,0.223,0.576,0.201,BBC News (UK),Saudi Arabia woman 'arrested for hugging' singer Majid al-Mohandis https://t.co/UR1gaYgXRx,38
38,-0.3182,0.342,0.47,0.188,BBC News (UK),France restricts access to Mont Blanc amid safety fears https://t.co/nCHi4iIfOn,39
39,-0.4588,0.167,0.75,0.083,BBC News (UK),RT @Frankie_Mack: #BREAKING President Donald Trump waving a protestors who are calling him racist as he plays golf at #Turnberry @realDonal…,40
40,-0.25,0.167,0.833,0.0,BBC News (UK),"Trump tees off at Turnberry as thousands protest

https://t.co/CY1qQ6OjVO #TrumpVisitUK https://t.co/cJdCUAUMkk",41
41,0.0,0.0,1.0,0.0,BBC News (UK),"RT @Tara_Mckelvey: I’m traveling with Trump, and I saw only a few protestors in London. That night in Glasgow, a colleague showed me a stun…",42
42,0.4215,0.121,0.645,0.234,BBC News (UK),RT @BBCSport: Britain's Gordon Reid and Alfie Hewett won a third successive #Wimbledon wheelchair doubles title by beating Germany's Joachi…,43
43,0.0,0.0,1.0,0.0,BBC News (UK),RT @BBCRosAtkins: A close encounter. President Trump just passed me on the first hole here at Turnberry. https://t.co/UwAKYVsWa3,44
44,0.5411,0.0,0.873,0.127,BBC News (UK),"RT @bbctennis: Meghan Markle has arrived!

The crowd shouted her name as she made her way to Centre Court. She waved 👋

💻📱 https://t.co/Xg5…",45
45,0.6467,0.0,0.854,0.146,BBC News (UK),"RT @BBCSport: They've done it! 🙌

Alfie Hewett and Gordon Reid have won the #Wimbledon wheelchair doubles title for the third time! 👏

LIVE…",46
46,-0.5859,0.22,0.78,0.0,BBC News (UK),"RT @BBCScotlandNews: Liam Fox says that protesters against Donald Trump's visit to Britain were ""an embarrassment to themselves""  https://t…",47
47,0.0,0.0,1.0,0.0,BBC News (UK),"There she goes! 🌊🚢

The RRS Sir David Attenborough - the UK's polar ship known to some as Boaty McBoatface - is lau… https://t.co/DMpp054UlM",48
48,-0.7845,0.568,0.432,0.0,BBC News (UK),Dozens hurt as Ryanair flight loses cabin pressure https://t.co/4nlRXAvWBq,49
49,0.0,0.0,1.0,0.0,BBC News (UK),Jorginho: Napoli midfielder joins Chelsea on five-year deal https://t.co/oxmrrOlbdT,50
50,0.0,0.0,1.0,0.0,BBC News (UK),Nazanin Zaghari-Ratcliffe: Boris Johnson exit 'a setback' https://t.co/bXNsHTd4Zc,51
51,0.0,0.0,1.0,0.0,BBC News (UK),In pictures: France marks Bastille Day with spectacular parade https://t.co/GMxgaRjNNS,52
52,-0.5719,0.291,0.709,0.0,BBC News (UK),Gerry Adams calls on home attackers to meet him https://t.co/UVzLBDhfQy,53
53,-0.6908,0.388,0.612,0.0,BBC News (UK),"Camberwell stabbing: Man, 21, charged with death of girl, 17 https://t.co/6NRuFimswB",54
54,0.296,0.0,0.784,0.216,BBC News (UK),Everyone makes same joke after longest Wimbledon semi-final https://t.co/6Zw4DySaP9,55
55,0.0,0.0,1.0,0.0,BBC News (UK),"RT @BBCWorld: Bonne #FêteNationale!

France marks #BastilleDay with parades in Paris 🇫🇷 #14juillet https://t.co/teJKH5dXo8",56
56,0.0,0.0,1.0,0.0,BBC News (UK),Classic Aston Martin sells for record £10m at auction https://t.co/IbiKJ07TEh,57
57,0.0,0.0,1.0,0.0,BBC News (UK),British Fencing: Crowdfunding appeal for Tokyo 2020 raises just £170 in first month https://t.co/LQWbRLEn0O,58
58,-0.0772,0.292,0.449,0.258,BBC News (UK),Huge iceberg threatens Greenland village https://t.co/ikF4WvOMak,59
59,-0.4019,0.231,0.769,0.0,BBC News (UK),Toddler dies after van crash on parkland in Birmingham https://t.co/d1gXzwDQls,60
60,0.128,0.085,0.807,0.108,BBC News (UK),"RT @BBCScotlandNews: Donald Trump to play golf at Turnberry as protests against his visit to the UK continue
https://t.co/mecSpIthaM https:…",61
61,0.0,0.0,1.0,0.0,BBC News (UK),"RT @BBCSport: Former Napoli boss Maurizio Sarri has been appointed as Chelsea's new manager on a three-year contract.

👉 https://t.co/qNZbg…",62
62,0.0,0.0,1.0,0.0,BBC News (UK),"Nancy Sinatra Senior, Frank's first wife, dies aged 101 https://t.co/zUjd1AA9CB",63
63,0.4215,0.0,0.851,0.149,BBC News (UK),"RT @BBCWorld: Saved by their smell 👃

How #ThaiCaveRescue divers sniffed out the Wild Boars  

https://t.co/rYEl75IIIK https://t.co/9XTbT6t…",64
64,0.6369,0.0,0.756,0.244,BBC News (UK),"RT @BBCMOTD: Today, England chase their best #WorldCup finish since 1966 🏴󠁧󠁢󠁥󠁮󠁧󠁿

#BELENG https://t.co/SjIYzfDTCt",65
65,0.0,0.0,1.0,0.0,BBC News (UK),The eye doctor who could not see the stars https://t.co/5FSSse2hyO,66
66,0.0,0.0,1.0,0.0,BBC News (UK),Serena Williams: Wimbledon finalist at 36 and a mum - how has she done it? https://t.co/BDiQkO6nFC,67
67,0.0,0.0,1.0,0.0,BBC News (UK),Sir David Attenborough polar ship set for launch https://t.co/zvFNvJfZ4B,68
68,0.0,0.0,1.0,0.0,BBC News (UK),Eritrea's Isaias Afwerki in historic Ethiopia visit https://t.co/GLhBCNO7oW,69
69,0.0,0.0,1.0,0.0,BBC News (UK),US lawmaker caught speeding tells cop he often does so https://t.co/s4MM16SpMk,70
70,0.8555,0.0,0.488,0.512,BBC News (UK),"Horse sense: Happiest equines love to snort, says study https://t.co/MItTJzSqeh",71
71,0.0,0.0,1.0,0.0,BBC News (UK),Video games and mental health: 'Nobody's properly talking' https://t.co/p15DmyRk2y,72
72,0.128,0.154,0.65,0.195,BBC News (UK),Trump to play golf at Turnberry as protests continue https://t.co/SWHKeIaIlD,73
73,0.0,0.0,1.0,0.0,BBC News (UK),White House: Trump-Putin summit 'is on' after hacking indictment https://t.co/cTbUBxUvih,74
74,0.0,0.0,1.0,0.0,BBC News (UK),Wittenoom: Tourists urged to stay away from asbestos town https://t.co/94vDN6A1Ez,75
75,0.0,0.0,1.0,0.0,BBC News (UK),British POWs sank with the Lisbon Maru - should it be raised? https://t.co/Iwt2EZDL3a,76
76,0.5106,0.0,0.708,0.292,BBC News (UK),The full story of Thailand’s extraordinary cave rescue https://t.co/AuBOdKBcmq,77
77,0.0,0.0,1.0,0.0,BBC News (UK),'Explosive' thrown at Gerry Adams' house https://t.co/6udne6T9iP,78
78,-0.2263,0.241,0.759,0.0,BBC News (UK),Trump arrives in Scotland amid protests https://t.co/zgdfZFrrCI,79
79,-0.4767,0.279,0.721,0.0,BBC News (UK),Newspaper headlines: Trump's 'fake schmooze' over trade deal https://t.co/1fMHozh4ER,80
80,0.0,0.0,1.0,0.0,BBC News (UK),Scarlett Johansson quits trans role after LGBT backlash https://t.co/c5mYtHsEUa,81
81,-0.8824,0.507,0.493,0.0,BBC News (UK),Pakistan election: More than 100 die in bomb attacks on poll rallies https://t.co/uqurwHAuU5,82
82,0.0,0.0,1.0,0.0,BBC News (UK),Trump May meeting: The Wacky Races of press conferences https://t.co/huy3vkpiZU,83
83,0.0,0.0,1.0,0.0,BBC News (UK),Wimbledon 2018: Kevin Anderson beats John Isner in record-breaking semi-final https://t.co/g5YRslPVPd,84
84,-0.5106,0.18,0.82,0.0,BBC News (UK),RT @BBCJonSopel: Meet Dick Dastardly and Penelope Pitstop. My blog on another extraordinary day. #TrumpVisitUK  https://t.co/M80Ot4wbPA,85
85,-0.743,0.508,0.324,0.168,BBC News (UK),"Grenfell Tower fire: Two jailed for £125,000 relief fraud https://t.co/FNxyk74GnX",86
86,0.3182,0.0,0.892,0.108,BBC News (UK),"Jeremy Corbyn says it's not Trump's business who's the British PM, after the US president's endorsement of Boris Jo… https://t.co/iqv0TQH6Ej",87
87,0.4576,0.0,0.75,0.25,BBC News (UK),John Surtees' 'very special' 1957 BMW sells for £4m https://t.co/J5w7ShQKbE,88
88,0.0,0.0,1.0,0.0,BBC News (UK),"RT @BBCLookNorth: There's a large rally against Donald Trump taking place in Sheffield. 

Read more: https://t.co/32ZcFAKT5d https://t.co/c…",89
89,0.0,0.0,1.0,0.0,BBC News (UK),"RT @BBCSport: All of England's 2018 #worldcup magic moments
https://t.co/69x5UKi0Oz  #bbcworldcupmoments",90
90,0.0,0.0,1.0,0.0,BBC News (UK),"RT @bbctennis: FIVE hours!

Isner &amp; Anderson are leaving it all out there on Centre Court.

📺 @BBCTwo 
📻 @5liveSport
💻📱 https://t.co/ldFFv9…",91
91,0.0,0.0,1.0,0.0,BBC News (UK),🦁🦁🦁 https://t.co/uXbMUa477s,92
92,0.0,0.0,1.0,0.0,BBC News (UK),Russians indicted over US election hack https://t.co/bLMBcltdNE,93
93,0.6114,0.0,0.834,0.166,BBC News (UK),"RT @bbctennis: Gordon Reid and Alfie Hewett are Wimbledon finalists once again!

The British pair have won their men's wheelchair semi-fina…",94
94,0.0,0.0,1.0,0.0,BBC News (UK),US President Donald Trump flies away from Windsor Castle in Marine One after meeting the Queen. He's due to fly to… https://t.co/6pKWSzhp51,95
95,-0.0516,0.074,0.926,0.0,BBC News (UK),US President Donald Trump and his wife Melania leave Windsor Castle after meeting the Queen… https://t.co/OCP6ooK7yu,96
96,0.0,0.0,1.0,0.0,BBC News (UK),RT @BBCNewsGraphics: The Queen has seen plenty of world leaders come and go - Donald Trump is the 13th US President during her reign https:…,97
97,0.0,0.0,1.0,0.0,BBC News (UK),#PlaneBae: A cautionary tale about privacy when a story goes viral https://t.co/mYMdEYjf5J,98
98,0.0,0.0,1.0,0.0,BBC News (UK),Three Lions breaks chart record https://t.co/c0En0n4Wsw,99
99,-0.7906,0.269,0.731,0.0,BBC News (UK),RT @BBCBreaking: Former PM Nawaz Sharif arrested on return to Pakistan as elsewhere scores die in blasts targeting election rallies https:/…,100
100,-0.2263,0.18,0.688,0.132,CBS News,"Father of youngest Thai cave survivor describes how boys became trapped, coach's response https://t.co/h3NRZLpnPD https://t.co/cYouaI38fC",1
101,0.0,0.0,1.0,0.0,CBS News,Ticks that carry Lyme disease are spreading fast https://t.co/eBjBj7yQG6 https://t.co/VkVCm9aqSL,2
102,-0.4019,0.197,0.803,0.0,CBS News,"Papa John's dumped by sports teams, schools over Schnatter comments https://t.co/2Of9haH1Kx https://t.co/hGVDdqVEKf",3
103,-0.8402,0.391,0.609,0.0,CBS News,Man seen on video berating woman over Puerto Rico shirt charged with felony hate crimes https://t.co/NRrAgsQhkO https://t.co/DDdElf0gvV,4
104,0.0,0.0,1.0,0.0,CBS News,"Roger Stone says he's ""probably"" the unnamed person in Russian hacking indictment https://t.co/JKGYAWha0b https://t.co/55OxBZCE24",5
105,-0.8402,0.5,0.5,0.0,CBS News,Second-generation firefighter killed battling Ferguson fire near Yosemite National Park https://t.co/OrdC0odE93 https://t.co/3rhKJVGSNR,6
106,-0.6486,0.235,0.765,0.0,CBS News,"Baby dead after being left in hot car in south Florida, police say https://t.co/ZeXwKgHK9Z https://t.co/bKb2KPsJXQ",7
107,-0.6486,0.281,0.719,0.0,CBS News,"Nancy Sinatra Sr., Frank Sinatra's first wife, dead at 101 https://t.co/p5PC5MjRB4 https://t.co/eTPdrHJdei",8
108,-0.1027,0.113,0.887,0.0,CBS News,"Hyundai union warns Trump tariffs could cost 20,000 U.S. jobs https://t.co/zyOnS8QEDa https://t.co/glK6VcJXoD",9
109,-0.4404,0.229,0.634,0.137,CBS News,"Man rescued from Mount Hood after climbing it to kill himself, authorities say https://t.co/BQZ3ORw2sD https://t.co/uoJKQYVGCq",10
110,0.0,0.0,1.0,0.0,CBS News,Walmart patents audio surveillance technology to record customers and employees https://t.co/YgOnc7OH8A https://t.co/vBPuE9NhlO,11
111,-0.3182,0.187,0.813,0.0,CBS News,World Cup 2018: Belgium defeats England for third place https://t.co/4Royze9eXC https://t.co/5d10BPxMlE,12
112,0.0,0.0,1.0,0.0,CBS News,Maryland was told its voter registration vendor was financed by a Russian oligarch https://t.co/GXiZjrU0Xa https://t.co/AXRWT885p2,13
113,0.5859,0.0,0.703,0.297,CBS News,Angelique Kerber beats Serena Williams to win Wimbledon https://t.co/pF5K7ZEO7b https://t.co/lAguseYhNG,14
114,0.0,0.0,1.0,0.0,CBS News,"Inside the Trump administration's plan to reunite 2,500 immigrant children with their families… https://t.co/3NhLGVDu9I",15
115,-0.5106,0.202,0.798,0.0,CBS News,Report: Vice President Pence family's failed gas stations cost taxpayers $20 million https://t.co/YkW1AkzwyC https://t.co/8JDHtXkO7I,16
116,0.0,0.0,1.0,0.0,CBS News,"""We know that elections are always a big juicy target"":  The attempts to crack down on foreign cyber invaders… https://t.co/4MxoMZigmv",17
117,-0.4939,0.211,0.789,0.0,CBS News,President Trump responds to Russian hacking indictment by blaming Obama administration https://t.co/H2orCnWFW6 https://t.co/6xtP9C8iqP,18
118,-0.5859,0.27,0.73,0.0,CBS News,Black teen speaks out after woman is charged with attacking him at pool https://t.co/kLevJsJpBL https://t.co/y1A3e4Vici,19
119,-0.8271,0.461,0.539,0.0,CBS News,Israel launches widest Gaza daytime assault since 2014 war https://t.co/JbGn284UzC https://t.co/KimLXMVtJz,20
120,0.0,0.0,1.0,0.0,CBS News,British police: Investigators found more than 400 items in Novichok case https://t.co/XwNUSxhCSg https://t.co/3cvYJgz94J,21
121,0.0,0.0,1.0,0.0,CBS News,Will 2019 be the year of the flying car? https://t.co/ssgSvNSVHP https://t.co/baAA0P2PO4,22
122,-0.7783,0.328,0.672,0.0,CBS News,A mass grave with nearly 100 bodies suspected to be black prisoners has been unearthed in Texas during construction… https://t.co/gIQBsyMPpk,23
123,-0.25,0.105,0.895,0.0,CBS News,"The ""Baby Trump"" blimp flew over Edinburgh and demonstrators staged a protest picnic outside of President Trump's S… https://t.co/8K1pmFaXvR",24
124,0.6124,0.135,0.521,0.344,CBS News,Angelique Kerber won her first Wimbledon championship after defeating Serena Williams https://t.co/POg58meXbC https://t.co/j14aaoTJkl,25
125,-0.872,0.319,0.681,0.0,CBS News,"""The biggest tragedy we've had"": A jaguar escaped from its habitat and killed six animals at the Audubon Zoo in New… https://t.co/5XP8PAp3Vl",26
126,0.0,0.0,1.0,0.0,CBS News,WATCH: iPhone records 450-foot drop— and survives https://t.co/aYIcGo5zvO https://t.co/cXj75nXHCs,27
127,0.0,0.0,1.0,0.0,CBS News,"RT @CBSEveningNews: @jeffglor @FaceTheNation After the president returns from Europe, he will sit down with @jeffglor for a follow-up inter…",28
128,0.0,0.0,1.0,0.0,CBS News,NEW: @jeffglor interviews President Trump in Scotland ahead of Monday’s summit with Russian President Vladimir Puti… https://t.co/iMWEy425WE,29
129,0.0,0.0,1.0,0.0,CBS News,RT @CBSEveningNews: NEW: @jeffglor interviews President Trump in Scotland ahead of Monday’s summit with Russian President Vladimir Putin; w…,30
130,0.4939,0.0,0.849,0.151,CBS News,"Secretary of State Mike Pompeo: ""I am confident that President Trump's meeting with Vladimir Putin will put America… https://t.co/LotkrKi788",31
131,-0.5994,0.178,0.822,0.0,CBS News,The Israeli military carried out its largest daytime airstrike campaign in Gaza since the 2014 war on Saturdayhttps… https://t.co/xONp2ZYaoE,32
132,0.34,0.067,0.804,0.129,CBS News,About 100 supporters of President Trump protested outside of the U.S. Embassy in London on Saturday. Two people --… https://t.co/TGiSGDWv2S,33
133,-0.5574,0.175,0.825,0.0,CBS News,A Martha's Vineyard bus driver has been fired for telling a man he wasn't picked up because he's black… https://t.co/001kPmquQi,34
134,0.0,0.0,1.0,0.0,CBS News,"Mexico is pushing the U.S. to quickly reunite separated migrant families and prioritize ""the well-being and rights… https://t.co/sgbMdSWnOc",35
135,0.0,0.0,1.0,0.0,CBS News,The rise of delivery is changing every aspect of the restaurant business. See what's on the menu for the future… https://t.co/Tf8mhQ1zqR,36
136,-0.5859,0.27,0.73,0.0,CBS News,LIVE UPDATES: Protests in Scotland and arrests in London follow President Trump's visits https://t.co/cWJfkFoH2s https://t.co/UWMRWS2lEr,37
137,0.0,0.0,1.0,0.0,CBS News,"The ""Trump Baby"" balloon was transported overnight from London to Edinburgh, Scotland, where thousands are protesti… https://t.co/S7CCcyDCuw",38
138,0.0,0.0,1.0,0.0,CBS News,"From Eisenhower to Trump, take a look at Queen Elizabeth's most memorable moments with U.S. presidents… https://t.co/3HKo2UexrS",39
139,0.0,0.0,1.0,0.0,CBS News,Trump and Putin are expected to talk about the nuclear arms race between their nations during their summit in Helsi… https://t.co/FTREeBvZ4a,40
140,0.0,0.0,1.0,0.0,CBS News,DOUBLE DUCHESS: Meghan Markle and Kate Middleton watched the Serena Williams-Angelique Kerber Wimbledon match… https://t.co/WZmMs6GNaq,41
141,0.0,0.0,1.0,0.0,CBS News,WATCH: A paragliding protester breached a no-fly zone to send a message over President Trump's Scotland golf course… https://t.co/mwYYfApx6m,42
142,0.0,0.0,1.0,0.0,CBS News,"RT @CBSSunday: SUNDAY FUNDAY 

@JimAxelrod meets with the @MenInBlazers – soccer aficionados Michael Davies &amp; Roger Bennett – who talk abou…",43
143,0.4215,0.0,0.872,0.128,CBS News,The boys rescued from a Thai cave have recorded a series of video messages from their hospital beds. Here’s what th… https://t.co/cK8wRim3wU,44
144,0.4588,0.0,0.812,0.188,CBS News,Got $750 for a night in a tent? Welcome to luxurious world of glamping https://t.co/NDudAWvU7L https://t.co/iIziqDlJHj,45
145,-0.4939,0.211,0.789,0.0,CBS News,President Trump responds to Russian hacking indictment by blaming Obama administration https://t.co/rop8K6VSx4 https://t.co/7jn7vMcEM3,46
146,0.0,0.0,1.0,0.0,CBS News,"Roger Stone says he's ""probably"" the unnamed person in Russian hacking indictment https://t.co/S0vFbA4MfB https://t.co/c9EupDVQxo",47
147,-0.5859,0.211,0.789,0.0,CBS News,"""It was shocking"": Black teen speaks out after woman, dubbed ""Pool Patrol Paula,"" is charged with attacking him at… https://t.co/GPPUuA8oNZ",48
148,0.4767,0.0,0.806,0.194,CBS News,The top state election officials from throughout the U.S. are gathering this weekend in Philadelphia amid fresh rev… https://t.co/xHKzS949ZO,49
149,0.0,0.0,1.0,0.0,CBS News,Police are searching for a paraglider who flew over the resort where President Trump is staying in Scotland… https://t.co/SAEMGuGdvY,50
150,-0.25,0.143,0.857,0.0,CBS News,"10,000 people march through capital of Scotland to protest President Trump: https://t.co/JTdNIsCvnZ https://t.co/FrEt4WmIvR",51
151,0.6486,0.0,0.823,0.177,CBS News,"Nancy Sinatra Sr., the childhood sweetheart of Frank Sinatra who became the first of his four wives and the mother… https://t.co/4IJS91GYZr",52
152,0.0,0.0,1.0,0.0,CBS News,President Trump is in Scotland ahead of his high-stakes summit with Russian President Putin: https://t.co/jG6MxtyKWu https://t.co/myzzkjhraG,53
153,0.0,0.0,1.0,0.0,CBS News,"""The world has really changed"" when it comes to online dating https://t.co/3EW2UXkRIg https://t.co/Jv3hPLmhiY",54
154,-0.6124,0.263,0.737,0.0,CBS News,"LeSean McCoy's ex-girlfriend suspected NFL star was involved in her attack, 911 call reveals https://t.co/UQLr7vVrt9 https://t.co/uf4ZYJZuhb",55
155,0.0,0.0,1.0,0.0,CBS News,Ticks that carry Lyme disease are spreading fast https://t.co/mrgq8ZuAEJ https://t.co/1I4YBUCgiM,56
156,0.0,0.0,1.0,0.0,CBS News,Police search for paraglider who flew over resort where Trump is staying https://t.co/sHlJQ0UM3R https://t.co/V61Jyunjze,57
157,-0.4767,0.147,0.853,0.0,CBS News,"Remember the woman with frozen lashes that went viral? She's in the same spot, suffering heat and mosquitoes… https://t.co/IgbtCslNvZ",58
158,-0.5859,0.27,0.73,0.0,CBS News,Black teen speaks out after woman is charged with attacking him at pool https://t.co/MQ3voduZzB https://t.co/XJWwlKgSiu,59
159,0.0,0.0,1.0,0.0,CBS News,"Why so many families are renting, not buying, homes https://t.co/PsITuv2J1R https://t.co/qe6AbMtFaf",60
160,-0.8591,0.463,0.537,0.0,CBS News,"Woman charged with attempted murder in beating of man, 92, with brick https://t.co/kXpkd9jRji https://t.co/a98gcqX85I",61
161,0.0,0.0,1.0,0.0,CBS News,Trump in Scotland ahead of high-stakes summit with Putin https://t.co/QuZHt2m5x9 https://t.co/E0FIYQhdr9,62
162,-0.7003,0.293,0.707,0.0,CBS News,"Woman harassed over Puerto Rican flag shirt says officer ""blatantly ignored"" her pleas for help… https://t.co/6RJydwNnHx",63
163,-0.4404,0.244,0.756,0.0,CBS News,Inside the global race to develop hypersonic weapons https://t.co/cQuOCgJSW8 https://t.co/QYD06QVIpr,64
164,-0.3818,0.167,0.833,0.0,CBS News,Locals residents and state officials battle over access to public California beach https://t.co/9kpJYpwSza https://t.co/jmPRGs6AAw,65
165,0.2244,0.08,0.796,0.124,CBS News,"RT @CBSThisMorning: Don’t miss the debut of our new @CBSThisMorning Saturday team! 

@CBSMMiller and @DanaJacobson join @AnthonyMasonCBS th…",66
166,0.0,0.0,1.0,0.0,CBS News,Giant hogweed sends Virginia teen to hospital burn unit https://t.co/7nAIoLGcbd https://t.co/R4SwpkC0S8,67
167,0.2732,0.0,0.826,0.174,CBS News,Former students surprise music teacher who changed their lives https://t.co/rGt2sH4z1L https://t.co/zp919ZfwGi,68
